,word,meaning_jp,meaning_cn,example_jp,example_cn
189,バター,1. 牛乳やクリームなどから作られた、食用の油脂。バターはパンに塗ったり、料理の材料として使用される。,1. 一种由牛奶或奶油制成的食用油脂。可以把黄油涂在面包上，或者用作烹饪原料。,A: 朝食にトーストにバターを塗りたい。B: ああ、それは美味しい。でも、ジャムと一緒に食べるのもいいよ。,A: 我想在早餐上把黄油涂在面包上。B: 啊，那很好吃。但是和果酱一起吃也很好。
190,バター,2. パチパチと音を立てる、金属製のスプリング付きの玩具。ペーパークラッカーとも呼ばれる。,2. 一种金属弹簧玩具，能发出噼里啪啦的声音。也称作爆竹。,A: クリスマスパーティーにペーパークラッカーを持っていく？B: うん、みんなで音を立てたいから。,A: 要不要带爆竹去圣诞派对？B: 好啊，因为大家都想发出声响。
191,バター,2. パチパチと音を立てる、金属製のスプリング付きの玩具。ペーパークラッカーとも呼ばれる。,2. 一种金属弹簧玩具，能发出噼里啪啦的声音。也称作爆竹。,A: 子供たちがペーパークラッカーで遊んでいる。B: 子供たちはいつもうるさいね。,A: 孩子们正在玩爆竹。B: 孩子们总是很吵。
192,バッグ,1. 鞄、バッグ、鞄状のもの,1.包，手提包，类似包的物品,A: このバッグ、可愛いね。B: ありがとう。旅行に持っていこうと思って買ったんだ。,A: 这个包包好可爱啊。B: 谢谢。我是想带去旅行所以才买的。
193,バッグ,2. 野球やゴルフなどで、ボールを収める小さな袋,2. 棒球、高尔夫等运动中用来装球的小袋,A: 今日の野球の練習にバッグを忘れてしまった。B: 大丈夫、私のを貸すよ。,A: 今天训练忘了带装备包了。B: 没关系，我借给你用吧。
194,バナナ,1. バナナの果実。黄色くて曲がっている。,1. 香蕉果实。是黄色的，弯曲的。,A: 朝食に何が食べたい？B: バナナとヨーグルトがいいです。,A: 你想吃什么早餐？B: 我想吃香蕉和酸奶。
195,バナナ,2. 無くなる、失われる。,2. 消失，丢失。,A: 昨日のパーティーで私の財布がバナナになった。B: 大丈夫ですか？,A: 我昨天在派对上丢了钱包。B: 你还好吗？
196,バレーボール,1. ボールをネット越しに打ち合う競技,1. 通过网拍球的运动项目,A: 今日の体育の授業、何をするんだろう？B: バレーボールだよ。A: あ、それは楽しみ！,A: 今天的体育课要做什么呢？B: 打排球啊。A: 啊，那我期待！
197,バレーボール,2. バレーと略されることが多い,2. 经常被简称为排球,A: 今度の週末、何をするんだっけ？B: 友達とバレーをする約束があるんだ。A: そうか、それはいいね！,A: 这个周末要做什么来着？B: 我和朋友有排球比赛的约定。A: 噢，那很不错啊！
198,パイナップル,1. パイナップルの実,1. 菠萝果实,A: 甘いパイナップルを食べたいなあ。B: スーパーで見かけたよ、買ってくる？,A: 我好想吃甜甜的菠萝。B: 我在超市看到了，要买吗？
199,パイナップル,2. パイナップルの木,2. 菠萝树,A: この辺にパイナップルの木があるって聞いたけど、見つけられるかな。B: あそこにあるよ、葉っぱが尖ってるのがパイナップルの木だよ。,A: 听说这附近有菠萝树，可不知道能不能找到。B: 在那边，长尖叶子的那棵树就是菠萝树。
200,パスポート,1. 国境を越えるための身分証明書,1.用于跨境旅行的身份证明,A: 旅行に出かける前にパスポートの有効期限を確認しよう。B: そうだね、期限切れになる前に更新しないといけないから。,A: 出门旅行前要确认护照的有效期限。B: 是的，必须在期限到期之前更新。
201,パスポート,2. 手形、手形簿,2.汇票、汇票簿,A: この手形簿は誰のものですか？B: それは私のものです。,A: 这张汇票簿是谁的？B: 是我的。
202,パソコン,1. コンピューター、個人用コンピューター,1. 电脑、个人电脑,A: 仕事でパソコンを使うことが多いんだ。B: 私もそうだよ。,A: 我在工作中经常使用电脑。B: 我也是。
203,パソコン,2. キーボード、マウス、モニターなどのセット,2. 电脑套装，包括键盘、鼠标和显示器等,A: あのパソコンはすごく高いけど、性能はいいらしいよ。B: キーボードやマウス、モニターもセットになっているから、それなりの値段になるんだろうね。,A: 那台电脑很贵，但据说性能很好。B: 键盘、鼠标和显示器都包括在套装里，所以价格相应也不菲。
204,パパ,1. 父親（親しみをこめて呼ぶ）,1. 父亲（亲昵的称呼）,A: パパ、これどうぞ。B: ありがとう、美味しそうだね。,A: 爸爸，这个给你。B: 谢谢，看起来很好吃呢。
205,パパ,2. 男性の恋人（女性が親しみをこめて呼ぶ）,2. 男朋友（女性亲昵地称呼）,A: パパ、今週末は一緒に映画に行きましょう。B: いいね、楽しみにしてるよ。,A: 男友，这个周末我们一起去看电影吧。B: 好啊，期待中。
206,パン,1. 小麦粉を練り、焼いたもの。パンはいろいろな形があり、食事に使われることが多い。,1. 用面粉和水烘焙而成的食品。面包有各种各样的形状，通常用作食物。,A: 今日の朝食は何が食べたい？B: パンがいいよ。ジャムとバターを塗って。,A: 今天早餐想吃什么？B: 吃面包。可以涂果酱和黄油。
207,パン,2. 焼き菓子の一種。パンの種類は多く、主に朝食に食べられる。,2. 一种烤糕点。面包有许多种类，主要用于早餐。,A: お腹が空いたね。何か甘いものが欲しいな。B: パン屋さんでクロワッサンでも買ってこようか？,A: 我饿了，想吃点甜的东西。B: 去面包店买松饼怎么样？
208,パーティー,1. 集まり、パーティーイベント,1. 聚会，派对,A: 今晩はどこかにパーティーに行くの？B: うん、友達と新しいレストランでパーティーする予定だよ。,A: 今晚你要去哪里参加派对？B: 是啊，我和朋友们计划去新开的餐厅聚会。
209,パーティー,2. 政党、団体,2. 政党，组织,A: この国には何個の政党があるの？B: 今は7つの政党があるよ。,A: 这个国家有几个政党？B: 现在有7个政党。
210,一日,1. 一日の期間、一日中,1. 一天的时间，整天,A: 今日は一日中雨が降りそうだね。B: そうだね、傘を持って行かないと。,A: 今天好像一整天都要下雨。B: 是啊，要带雨伞。
211,一日,2. 一日の収入,2. 一天的收入,A: あの人は一日にいくら稼いでいるの？B: 5万円くらいだって聞いたよ。,A: 那个人一天赚多少钱啊？B: 听说是5万日元左右。
212,一日,3. 特定の日,3. 特定的日子,A: いつバレンタインデーなの？B: 2月14日だよ。,A: 情人节是哪一天啊？B: 是2月14日。
213,丁目,1. 郵便番号の下4桁のうち、市区町村内の地名を示す数字,1. 邮政编码中表示市区町内地名的下4位数字,A: この住所の郵便番号を教えてくれない？B: えーと、〒123-4567、丁目は3番地だよ。,A: 告诉我这个地址的邮编好吗？B: 嗯，是〒123-4567，丁目是3号。
214,丁目,2. 町丁字と住居表示において、一定の範囲内の区画を示す単位,2. 在町丁字和住宅表示中，表示一定范围内区块的单位,A: この辺りの丁目の地図を持っている？B: あるよ、どこを見たいの？,A: 你有这附近的丁目地图吗？B: 有啊，你想看哪里？
215,七,1. 数字の「7」,1. 数字“7”,A: 昨日、お寿司を食べたんだけど、全部で七皿だったよ。B: 七皿も？すごい量だね。,A: 昨天我吃了寿司，一共七盘。B: 七盘？真的很多。
216,七,2. 一週間のうちの第七日、すなわち「日曜日」,2. 一周中的第七天，即“星期天”,A: 来週の予定、どうする？B: 日曜日はちょっと予定があるから、それ以外なら大丈夫だよ。,A: 下周的计划怎么样？B: 星期天有点事情，其他时间都可以。
217,七,3. 七草の節句の日（1月7日）,3. 七草节日（1月7日）,A: 今日は1月7日だね。七草の節句の日だよ。B: そうだよね。でも、七草はどこに売ってるんだろう？,A: 今天是1月7日呢。是七草节日啊。B: 对呀。不过，七草在哪里卖呢？
218,七つ,1. 数字の7を表す,1. 表示数字7,A: このカードゲームは何枚カードを使うの？B: 七つ使うよ。,A: 这个纸牌游戏要用多少张纸牌？B: 用七张纸牌。
219,七つ,2. 7つのものがある、7つに分かれている,2. 有七个东西或分成七个部分,A: この森は七つの小さな池に分かれているんだ。B: そうなんだ、どの池も綺麗なんだよね。,A: 这个森林被分成了七个小池塘。B: 是啊，每个池塘都很漂亮。
220,七日,1. 1週間の7日目、毎月7日のこと,1. 每个星期的第七天，每个月的第七天,A: 来週の七日は何か予定がある？B: 特にないけど、何かしたいことがある？,A: 下周的七日有什么计划吗？B: 没有特别的，你想做什么吗？
221,七日,2. 7日間,2. 七天的时间,A: この仕事の納期はいつまでですか？B: 来週の七日までに終わらせなければならないそうです。,A: 这个工作的交货期是什么时候？B: 据说必须在下周的七日之前完成。
222,世界,1. 人間が住む地球とその文明,1. 人类居住的地球及其文明,A: 世界中の人々が平和を望んでいます。B: そうですね、平和は誰にとっても大切なことですね。,A: 全世界的人们都希望和平。B: 是的，和平对于每个人都很重要。
223,世界,2. ある分野において広く知られたもの,2. 在某一领域广为人知的事物,A: 彼女は歌手として世界的に有名だよ。B: そうなんだ、一度彼女のコンサートに行ってみたいな。,A: 她作为歌手在全球都很有名。B: 是吗，我也想去听她的演唱会。
224,中,1. 真ん中、中心部分,1. 中间、中心部分,A: この写真の中には、あなたがいるよ。B: 本当に？どこにいるの？,A: 这张照片中有你哦。B: 真的吗？在哪里？
225,中,2. 範囲の中央、中間部分,2. 范围中央、中间部分,A: この映画は、評判が良かったの？B: 評論家たちは、中盤から後半にかけて面白くなるって言っていたよ。,A: 这部电影评价如何？B: 评论家说中段到后半部分变得有趣。
226,中,3. 両方の間、中間,3. 两者之间、中间,A: この二つの選択肢のどちらがいいと思う？B: うーん、中だね。,A: 你认为这两个选项哪个更好？B: 嗯，两者之间吧。
227,中,4. 平均、中程度,4. 平均、中等程度,A: このレストランの味はどう？B: 悪くはないけど、中くらいかな。,A: 这家餐厅的味道如何？B: 不错，但也不是特别好，中等水平吧。
228,中,5. 省略された語句の間に使われる,5. 在省略了的句子中使用,A: どこに行く？B: 図書館。,A: 去哪里？B: 图书馆（中）。
229,中,6. 中国、中国語、中国文化の略称,6. 中国、汉语、中国文化的缩写,A: 日本語を勉強しているんだけど、中国語も勉強したい。B: そうだね、中文は日本に近い国だから、勉強しやすいよ。,A: 我正在学习日语，但我也想学中文。B: 是的，因为中文是离日本最近的国家之一，所以学起来比较容易。
230,中学,1. 中学校。小学校の後、高等学校の前にある学校。,1.初中。小学之后、高中之前的学校。,A: あの人はどこの中学出身？B: 京都市立中学出身だよ。,A: 那个人是哪所中学的毕业生？B: 京都市立中学毕业的。
231,中学,2. 中学生。中学校に在学中の生徒。,2. 初中生。就读于初中学校的学生。,A: うちの子はもう中学生なんだ。B: 早いね、つい最近まで小学生だと思ってた。,A: 我家孩子已经是初中生了。B: 真快啊，我还以为他最近才是小学生呢。
232,中学校,1.小学校の後に進学する3年間の教育課程を提供する学校。,1.提供小学后进入学习三年的教育课程的学校。,A: 中学校の時、クラブ活動は何をしていたの？B: 音楽部に入って、毎日楽器の練習をしていたよ。,A: 中学时你参加了什么社团活动？B: 我加入了音乐社，每天练习乐器。
233,中学校,2.学校自体を指すことがある。,2.有时也指学校本身。,A: 明日、中学校のPTA会議があるよ。B: ああ、お母さんも参加するの？,A: 明天有中学校的家长会议。B: 噢，你妈妈也会参加吗？
234,中学生,1. 中学校に在学する生徒,1. 在中学学习的学生,A: あの子は中学生だよね。B: そうだよ。でも、とても大人びていると思わない？,A: 那个孩子是中学生吧。B: 是啊。但是你觉得他看起来很成熟吗？
235,中学生,2. 中学生の時代を描いた小説、映画、ドラマ等,2. 描写中学生时代的小说、电影、电视剧等,A: 最近、「中学生」をテーマにした映画が公開されたらしいよ。B: 本当？見に行ってみたいな。,A: 最近好像上映了一部以中学生为主题的电影。B: 真的吗？想去看看。
236,中華料理,中国料理、中国風の料理,中餐，中国风味料理,A: 今日のお昼は中華料理が食べたいな。B: それなら私がオススメするお店があるよ。,A: 今天午饭想吃中餐。B: 那我有一个推荐的餐厅。
237,乗る,1. 乗り物に乗る,1. 乘坐交通工具,A: このバスに乗れば、駅まで行けますか？B: はい、そうです。,A: 坐上这辆巴士可以到车站吗？B: 是的，可以。
238,乗る,2. 物に乗る,2. 骑上物体,A: あの子は自転車に乗っています。B: そうですね、運動が好きなんです。,A: 那个孩子骑自行车。B: 是的，他喜欢运动。
239,乗る,3. 乗り物や動物などに搭乗していなくても、何かに乗る,3. 坐在物体上，如在摩天轮上、沙发上等,A: あの遊園地の大きな観覧車に乗ってみたい。B: 私もです。,A: 我想试试那个游乐园里的大摩天轮。B: 我也是。
240,二,1. 数字の2,1. 数字2,A: あの本、いくらだったっけ？B: 二千円だよ。,A: 那本书多少钱来着？B: 二千日元。
241,二,2. 二番目、2番目のもの,2. 第二个，排名第二,A: 今日の昼食は何がいい？B: ラーメンと二郎系ラーメンどっちが好き？A: 二郎系がいいかな。,A: 今天的午饭吃什么好呢？B: 拉面和二郎系拉面哪个更好吃？A: 我觉得二郎系比较好。
242,二,3. 二人、2人組,3. 两个人，二人组,A: この映画、誰と一緒に見たい？B: 二人で見ようよ。,A: 这部电影想和谁一起看？B: 咱们两个人看吧。
243,二十,1. 20という数を表す,1. 表示数字20,A: 彼女の誕生日はいつ？B: 6月20日だよ。,A: 她的生日是什么时候？B: 6月20日。
244,二十,2. 年齢が20代である,2. 年龄在20岁代,A: 彼は何歳？B: 二十歳だよ。,A: 他多大了？B: 他20岁。
245,二十日,1. 1ヶ月の20日目。,1. 每月的第20天。,A: 来週の二十日は予定があるの？B: いいえ、予定はないです。,A: 下周20号有计划吗？B: 没有计划。
246,二十日,1. 1ヶ月の20日目のこと,1. 指一个月的第20天,A: 来週の木曜日は何日？B: 二十日だよ。,A: 下周的星期四是哪一天？B: 是二十号。
247,二十日,2. 20日間。,2. 20天。,A: 夏休みの予定は？B: 二十日間、北海道で旅行するつもりです。,A: 暑假的计划是什么？B: 打算去北海道旅行20天。
248,二十日,2. 毎月20日に行われる決まった行事の日,2. 指每月固定的20号进行的活动的日子,A: 今日は何日？B: 二十日だよ。今日は食品祭りの日だから、たくさんの人が来るよ。,A: 今天是几号？B: 二十号。今天是食品节，所以会有很多人来。
249,二十歳,1. 20歳のこと。,1. 二十岁。,A: あの人、どのくらい年上？B: 二十歳くらいだと思うよ。,A: 那个人比我们大多少岁？B: 我觉得他差不多20岁左右吧。
250,二十歳,2. 20歳になった年齢。,2. 过了20岁的年龄。,A: あなたはいつ二十歳になりましたか？B: 昨年、二十歳になりました。,A: 你什么时候20岁生日的？B: 去年我过了20岁生日。
251,二月,1. 1年のうちの2番目の月,1. 一年中的第二个月,A: 来月は何月ですか？B: 2月ですよ。,A: 下个月是几月？B: 二月。
252,二階,1. 二階建ての建物の2階、または2階にある部屋,1. 二层建筑的二楼或位于二楼的房间,A: あのレストランはどこにあるの？B: あ、あそこにあるよ。二階にあるから、階段で上がるよ。A: わかった。ありがとう。,A: 那家餐厅在哪里？B: 哦，它在那里。它在二楼，所以你需要爬楼梯上去。A: 我明白了，谢谢。
253,二階,2. 次の段階、次のレベル,2. 下一层次、下一个等级,A: 今のポジションに飽きたんだ。B: そうか、もう二階に進みたいってことか？A: はい、そういうこと。B: 分かったよ。頑張ってね。,A: 我厌倦了目前的职位。B: 是吗，你想进入下一个等级了吗？A: 是的，就是这个意思。B: 我理解了。加油吧。
254,人,1. 人間、人,1. 人类、人,A: あの人、誰？B: 知らない人だけど、きっと地元の人だと思うよ。,A: 那个人是谁？B: 我不认识，但我想他一定是当地的人。
255,人,1. 人間、人,1. 人,A: あの人誰？B: 知らない。,A: 那个人是谁？B: 不知道。
256,人,1. 人間、人,1. 人类、人,A: 人間は自然と共存しなければならない。B: そうだね、環境を守ることが大事だよね。,A: 人类必须与自然共存。B: 是的，保护环境非常重要。
257,人,2. 一人、人数を数えるときの単位,2. 个，人的数量单位,A: この部屋に人は何人いる？B: 一人だよ。,A: 这个房间里有几个人？B: 一个人。
258,人,2. 夫、夫婦の片方,2. 丈夫、夫妻其中一方,A: あの人、誰？B: 私の夫です。A: ああ、奥さんと来たんですね。,A: 那个人是谁？B: 是我的丈夫。A: 哦，你和夫人一起来的啊。
259,人,2. 夫、夫婦の片方,2. 丈夫、夫妻其中一方,A: あの女性は誰ですか？B: 彼女は私の奥さんの友達です。A: ああ、奥さんと一緒に来たんですね。,A: 那个女人是谁？B: 她是我太太的朋友。A: 哦，是跟夫人一起来的啊。
260,人,3. 人材、人才,3. 人才,A: 彼女は本当に優秀な人材です。B: そうだね、仕事ができるだけでなく、人間的にも素晴らしいよね。,A: 她真的是一个非常出色的人才。B: 是的，她不仅工作能力强，而且在人际交往方面也非常出色。
261,人,3. 人材、人才,3. 人才,A: 新しいプロジェクトで一緒に働く人を探しています。B: 人材募集サイトを使ったらどうですか？,A: 我们正在寻找一起参加新项目的人才。B: 可以尝试使用人才招募网站。
262,人,3. 種類、性格、才能のある人を表す,3. 表示种类、性格、才能等的人,A: あの店はどんな人が行くの？B: ファッションに詳しい人が多いよ。,A: 那家店会有什么样的人去？B: 有很多懂时尚的人。
263,人形,1. 人間の形を模した玩具、または芸術作品,1. 模仿人类形态的玩具或艺术作品,A: 子供の誕生日に、人形を買ってあげようか。B: いいね、喜ぶだろうね。,A: 孩子生日时，我们给他买个人偶吧。B: 好啊，他肯定会很高兴。
264,人形,2. 人間に代わって作業を行う機械,2. 代替人类进行工作的机器,A: 工場で人形が導入されたって聞いたよ。B: そう、大量生産には欠かせないからね。,A: 我听说工厂引进了机器人。B: 是啊，大规模生产少不了它们。
265,住む,1. ある場所に生活する、居住する,1. 居住在某个地方,A: どこに住んでいるの？B: 新宿区に住んでいるよ。,A: 你住在哪里？B: 我住在新宿区。
266,住む,2. 心がとどまる、思いとどまる,2. 留恋、停留在某种想法或情感上,A: 一緒に海外旅行に行こうよ。B: ごめん、私は国内で住んでいたいんだ。,A: 我们一起去国外旅行吧。B: 抱歉，我想呆在国内。
267,何,1. どの,1. 哪个,A: 何を飲みますか？B: コーヒーをください。,A: 你要喝什么？B: 请给我一杯咖啡。
268,何,1. どのような...、何か、何とか,1. 什么，无法具体说明的事物、概念等,A: 何か手伝おうか？B: いいえ、大丈夫です。,A: 要不要我帮忙？B: 不用了，没事。
269,何,2. どうして,2. 为什么,A: 何で泣いているの？B: 何でもないよ。,A: 你为什么哭？B: 没什么。
270,何,2. どれ、どちら,2.哪个、哪一个,A: 何を飲む？B: コーヒーがいいです。,A: 喝点什么？B: 喝咖啡吧。
271,何,3. 何か、何も、何でも,3. 某事、任何事、无论什么,A: 何か食べたいものはある？B: 何でもいいよ。,A: 有什么你想吃的吗？B: 什么都可以。
272,何,4. 疑問の内容を問いただす語,4.疑问的内容,A: 今晩何を食べる？B: まだ決めていない。,A: 今晚吃什么？B: 还没决定。
273,何,5. 大した,5.了不起,A: 彼の演技はどう？B: 何だよ、大したことないさ。,A: 他的表演怎么样？B: 算了吧，没什么了不起的。
274,何か,1. 物事の内容や性質を示す言葉を選べないとき、または、何らかの内容があることを示すときに用いる,1. 表示无法选定某一事物的名称或性质时，或者表示存在某些内容的时候使用,A: 何か新しいことを始めたいな。B: そうだね、何かアイデアはある？,A: 我想开始做些什么新的。B: 是啊，有什么想法吗？
275,何か,2. ある種のもの、事物を表す際に用いる,2. 表示某种物品或事物时使用,A: 何かお菓子でも買って帰ろうか。B: いいね、チョコレートとかどう？,A: 我们买些什么点心带回去吧。B: 好呀，比如巧克力什么的怎么样？
276,何で,1. なぜ、どうして,1.为什么,A: 今日は遅刻したんだね。B: はい、何でかというと電車が止まってしまったからです。,A: 今天迟到了呢。B: 是的，因为电车停了。
277,何で,2. 何となく,2.有点儿，随意地,A: どう？この服、似合う？B: うーん、何でなんかちょっと違う気がするんだけど。,A: 这件衣服怎么样？合适吗？B: 嗯，不知道，感觉有点儿不同。
278,何でも,1. どんなものでも、何でも、どんなことでも,1. 任何东西、任何事情都可以,A: 何でも言ってごらん。B: じゃあ、私たちは明日デートに行くよ。A: え？でも、私、明日予定があるから。B: いいよ、何でもいいから。A: ありがとう。,A: 说什么都可以。B: 那么，我们明天去约会吧。A: 嗯？但是我明天已经有约会了。B: 没关系，随便什么都可以。A: 谢谢。
279,何でも,2. 何事でも、どんなことでも,2. 任何事情、任何事情都可以,A: 今日のランチ、何にする？B: 何でもいいよ。A: そうか、じゃあ、カレーライスにしよう。B: いいよ。,A: 今天午饭吃什么？B: 什么都可以。A: 那好吧，我们来一份咖喱饭吧。B: 好的。
280,何の,1. どの…、どんな…,1.哪个...，什么...,A: 何の本を探していますか？B: 英語の辞書を探しています。,A: 你找什么书？B: 找英语词典。
281,何の,2. 何の冗談だ。,2.这是什么玩笑？,A: あの人は本当に怖いよ。B: えっ、何の冗談だよ。,A: 那个人真的很可怕。B: 嗯？这是什么玩笑啊。
282,何も,1. 何もない、何も存在しない,1. 没有任何事物、没有存在,A: この部屋には何もないね。B: そうだね、まだ家具を買わないと。,A: 这个房间里什么也没有。B: 是啊，还需要买家具。
283,何も,2. 何もしない、何も起こさない,2. 不做任何事，没有行动,A: 今日の休日は何か予定がある？B: いいえ、何もしないつもりだよ。,A: 今天假期有什么计划吗？B: 没有，我打算什么也不做。
284,何人,1. どのくらいの人数か,1. 有多少人,A: 今日の会議には何人くらいの人が来る予定ですか？B: 10人くらいです。,A: 今天的会议预计会有多少人参加？B: 大约10人左右。
285,何人,2. 誰かわからない、何者か,2. 不知道是谁、何物,A: 今日のパーティーに、誰か何人か知っている？B: ええと、私も誰が来るかわからないけど…。,A: 你知道今天派对上有谁参加吗？B: 嗯，我也不知道有谁会来...。
286,何個,1. いくつ、何個の量かを問う表現,1. 表达询问有多少个的数量,A: このパーティーに何個の人が来るのかな？B: 20人ぐらいだって。,A: 这个派对会有多少人参加呢？B: 大概有20人左右。
287,何個,2. （疑問文で）いくつ,2. （在疑问句中）询问有几个,A: 何個買う？B: ３個欲しいです。,A: 要买几个？B: 我想买3个。
288,何分,1. 何時になるかわからない状態、待ちきれない状態,1. 不知道何时会变成什么状态，迫不及待的状态,A: 電車はいつ来るの？B: 何分かかるかわからないよ。A: そうか、じゃあまだ少し待ってみよう。,A: 电车什么时候到啊？B: 不知道要多久才能来。A: 这样啊，那就再等一会吧。
289,何分,2. 何割か、何パーセントか,2. 几分之几、百分之几,A: この商品は何分の何引きで買えますか？B: 今なら30％オフになっていますよ。,A: 这个商品能打几折？B: 现在打七折。
290,何回,1. 何度、いくつの回数,1.几次、多少次,A: この曲、何回も聞いたけど飽きないよね。B: そうだね、私も何回聞いてもいい曲だと思う。,A: 这首歌我听了好几次，但还是听不腻呢。B: 是啊，我也觉得是一首无论听几次都好听的歌。
291,何回,2. 繰り返し、何度も,2.重复、多次,A: 今日のテスト、何回も解き直したけど全然分からなかった。B: 大丈夫、もう一回やってみようか？,A: 今天的考试，我重复做了好几遍但还是完全不懂。B: 没关系，我们再试一遍怎么样？
292,何年,1. 何年かかるかわからない時間の長さを表す疑問詞の一つ,1. 用于表示时间长度不确定的疑问词之一,A: このプロジェクトは何年かかると思いますか？B: それはわかりませんが、3年以上かかるかもしれません。,A: 这个项目需要多少年？B: 我不知道，但可能需要三年以上。
293,何年,2. 今年から数えて何年目かを表す疑問詞の一つ,2. 用于表示从今年开始数第几年的疑问词之一,A: 今日は何年ですか？B: 今年は令和5年です。,A: 今天是哪一年？B: 今年是令和5年。
294,何度,1. 何回、何回も,1. 几次、多次,A: この映画、何度も見たことある？B: うん、3回くらい見たよ。,A: 这部电影你看了几次？B: 嗯，大概看了3次左右。
295,何度,2. 温度,2. 温度,A: 今日の最高気温は何度？B: 20度くらいだよ。,A: 今天最高气温是多少度？B: 大约是20度左右。
296,何日,1. いつ、何日,1. 何日，什么时候,A: 来週の会議は何日ですか？B: 水曜日です。,A: 下周的会议是哪一天？B: 是星期三。
297,何日,2. 何日も、長い間,2. 很长时间，好几天,A: 元気がないね。何かあったの？B: ええ、何日も寝られなくて疲れちゃったんだ。,A: 你看起来不太好。发生了什么事吗？B: 嗯，好几天都没能睡觉，累坏了。
298,作る,1. 手を加えて何かを造る,1. 制作或创造某物,A: 今週末、何か作る予定がある？B: そうだね、チョコレートケーキを作ろうかな。,A: 这个周末有什么计划要做吗？B: 是啊，可能会做巧克力蛋糕。
299,作る,2. （状態を）つくりあげる,2. （创造或形成某种状态）,A: この部屋、いい感じに作られているね。B: そうだね、落ち着ける感じがする。,A: 这个房间感觉很不错。B: 是啊，感觉很舒服。
300,使う,1. 物を利用する、使っている状態にする,1. 使用物品，使其处于使用状态,A: この鉛筆、使ってもいい？B: はい、どうぞ。,A: 这支铅笔可以用吗？B: 当然，请用吧。
301,使う,2. 役に立つ、効果がある,2. 有用，具有效果,A: この薬、効きますか？B: はい、使いますと症状が改善されますよ。,A: 这个药有效吗？B: 当然，使用后症状会改善的。
302,使う,3. 人を働かせる、活用する,3. 让人工作，充分利用,A: あの社員はどんな仕事に使えますか？B: パソコン関係は得意なので、その分野に活用しています。,A: 那位员工能胜任哪些工作？B: 他擅长电脑相关工作，所以在这个领域充分利用他的优势。
303,値段,1. 商品やサービスの価格,1. 商品或服务的价格,A: あのスーパーでこのシャンプーの値段を見た？B: いいえ、まだ見ていないけど、どのくらい？,A: 你看那个超市这个洗发水的价格了吗？B: 没有，还没有看过，多少钱？
304,値段,2. 価値、値打ち,2. 价值、有价值,A: このレストランの料理はとてもおいしいよ。B: でも値段が高いから、あまり行かないな。,A: 这家餐厅的菜非常好吃。B: 但是价格太高了，所以不经常去。
305,側,1. 物事の隣や近くの位置、またはその方向,1.旁边或附近的位置或方向,A: この建物の側に駐車場があります。B: ああ、そうですか。,A: 这座建筑物的旁边有停车场。B: 哦，是吗。
306,側,2. ある主義・考え方・立場などに対する支持、または対立する立場,2. 支持或反对某种主义、想法或立场,A: あなたは政治的にどちら側についていますか？B: 僕は中道派です。,A: 你在政治上是支持哪一方的？B: 我是中间派。
307,働く,1. 仕事や労働をする,1. 工作或劳动,A: あなたは何をして働いていますか？B: IT関係の仕事をしています。,A: 你从事什么工作？B: 我在IT行业工作。
308,働く,2. 機能する、動作する,2. 功能或操作,A: この電話機はまだ働いていますか？B: いいえ、故障しています。,A: 这部电话机还能用吗？B: 不行了，已经出故障了。
309,兄さん,1. 兄、年上の男性に対する敬称,1. 对哥哥或年长男性的尊称,A: あの人は誰？B: 私の兄さんだよ。A: へえ、似ていないね。,A: 那个人是谁啊？B: 是我哥哥。A: 哦，他俩长得不太像啊。
310,兄さん,1. 自分の兄に対する呼び方。,1. 称呼自己的哥哥。,A: お兄さんのお土産、美味しかったよ。B: そうか、喜んでもらえてよかった。,A: 你哥哥送的土特产真好吃。B: 是吗，很高兴你能喜欢。
311,兄さん,2. 年上の男性に対する敬称として使われることがある。,2. 有时用作尊称，称呼年长的男性。,A: 兄さん、これ持って行ってくれない？B: ああ、いいよ。,A: 哥哥，能帮我拿一下这个吗？B: 嗯，可以。
312,兄さん,2. 自分の兄に対する呼び方,2. 对自己的哥哥的称呼,A: 兄さん、これ何？B: それは自転車の部品だよ。,A: 哥哥，这个是什么啊？B: 那是自行车的零件。
313,先月,1. 先週と今月の間の1ヶ月前の月,1.上个月,A: 先月、あのレストランに行ったでしょう？B: ああ、行った行った。美味しかったね。,A: 上个月去了那家餐厅对吧？B: 哦，去了去了。很好吃呢。
314,先生,1. 教師、先輩、専門家,1. 老师、前辈、专家,A: 明日の数学のテストはどうすればいいですか？B: 先生に聞いてみてください。,A: 明天的数学考试怎么办？B: 问问老师吧。
315,先生,2. 医師,2. 医生,A: 風邪をひいたみたいです。病院に行きますか？B: はい、先生に診てもらいましょう。,A: 感觉得了感冒。要去医院吗？B: 去找医生看看吧。
316,先週,1. 1週間前の期間,1.一周前的时间段,A: 先週の天気はどうだった？B: 雨が降っていたよ。,A: 上周天气怎么样？B: 下雨了。
317,先週,2. 先行する週、先立つ週,2. 先于某一周的一周,A: 来週、旅行に行くんだ。B: それじゃあ、先週から準備しておかなきゃ。,A: 下周我要去旅行。B: 那么就要从上周开始准备了。
318,入る,1. 中に入る、出入りする,1. 进入，出入,A: あのお店に入ってみようか。B: いいね、私も入ってみたい。,A: 我们进去那家店看看吧。B: 好呀，我也想进去看看。
