,word,meaning_jp,meaning_cn,example_jp,example_cn
121,下手,2. 手が器用でない,2. 不灵巧的手,A: 彼女は料理が下手だから、手伝ってあげようか。B: そうしよう。,A: 她不擅长做饭，我们帮她吧。B: 好的。
122,不便,1. 使い勝手が悪くて、使いにくい状態,1. 使用不便利，不易使用的状况,A: このバッグ、ポケットがなくて不便だよね。B: そうだね、でも軽いから旅行にはいいかも。,A: 这个包没有口袋，使用不便利。B: 是的，但因为很轻，所以对旅行很有用。
123,不便,2. 他人に迷惑をかける、面倒をかけること,2.给他人带来麻烦，惹麻烦的事,A: ごめん、急いでるのに不便をかけちゃって。B: 大丈夫、気にしないで。,A: 不好意思，让你麻烦了，我很着急。B: 没事，别介意。
124,両親,1. 父親と母親のこと。両方の親を指す。,1. 父母双亲，指父亲和母亲两位长辈。,A: 両親に電話した？B: まだだよ。今度休みの日に電話するつもりだ。,A: 你给父母打电话了吗？B: 还没呢。打算下次休息日打电话。
125,両親,1. 父親と母親のこと。両方の親を指す。,1. 父母双亲，指父亲和母亲两位长辈。,A: 両親の結婚記念日に何をあげるつもり？B: 色々考えているけど、まだ決めていないんだ。,A: 你打算送什么给父母结婚纪念日？B: 想了很多，但还没有决定呢。
126,二,1. 数字の「2」,1. 数字“2”,A: これは何？B: 2だよ、数字の「に」。A: ああ、そうか。,A: 这是什么？B: 是2，数字的“に”A: 哦，这样啊。
127,二,2. 二番目、2番目,2. 第二,A: あの2人は誰？B: 二人とも新入社員だよ。A: ああ、そうか。,A: 那两个人是谁？B: 都是新员工。A: 哦，是这样啊。
128,二,3. 二つ、2つ,3. 两个,A: りんごを2つ買ってきて。B: はい、わかりました。A: ありがとう。,A: 买两个苹果来。B: 好的，我知道了。A: 谢谢。
129,二つ,1. 2つのものを数えるときに用いる数詞,1. 表示两个的数词,A: りんごを二つください。B: はい、2つのりんごですね。,A: 请给我两个苹果。B: 好的，两个苹果。
130,二つ,2. 2つのもののうちの片方,2. 两者中的一方,A: この2つのスーパーヒーローのうち、どちらが好き？B: 私はスパイダーマンが好き。,A: 这两个超级英雄中，你喜欢哪一个？B: 我喜欢蜘蛛侠。
131,二人,1. 2人のうちの1人,1.两个人中的一个,A: 二人でこのレストランに行こうよ。B: いいね、予約しよう。,A: 我们两个去这家餐厅吧。B: 好啊，我们来预订一下。
132,二人,2. 2人のうちの全員,2.两个人中的所有人,A: 二人とも、課題は提出した？B: うん、今日中に提出したよ。,A: 两个人都提交了任务吗？B: 是的，我们今天提交了。
133,二日,1. 2日間,1. 两天时间,A: 来週の出張はいつからですか？B: 二日から三日までです。,A: 下周的出差从什么时候开始？B: 从第二天到第三天。
134,二日,2. 2日目,2. 第二天,A: 明日は京都観光をするつもりです。B: 二日は奈良に行こうと思っています。,A: 明天我打算去京都旅游。B: 第二天我想去奈良。
135,人,1. 人間、人類,1.人类,A: 人間の進化について調べているんだ。B: それは興味深いね。,A: 我在研究人类的进化。B: 那很有趣。
136,人,2. 人、人物,2.人、人物,A: 昨日、有名な作家に会ったよ。B: そうなんだ、どんな人だったの？,A: 昨天我见到了著名的作家。B: 是吗，他是怎样的人？
137,人,3. 人員、職員,3.人员、职员,A: この会社には何人くらいの人がいるの？B: 約500人くらいだよ。,A: 这家公司有多少人？B: 大约有500人。
138,休み,1. 休暇、休業,1. 假期，休息日,A: 来週の休みの予定は何かな？B: 特に予定はないよ。家でゆっくりするつもりだ。,A: 下周的休息日有什么计划？B: 没有特别的计划。打算在家里悠闲地度过。
139,休み,2. 休憩、中断,2. 休息，中断,A: 仕事は大変だったね。B: そうだよ。ちょっと休みたいなあ。,A: 工作真的很辛苦啊。B: 是啊。我想要稍微休息一下。
140,休む,1. 仕事や勉強などをやめて休息する,1.停止工作或学习，休息,A: 今日はお休み？B: はい、今日は休みです。,A: 今天休息吗？B: 是的，今天休息。
141,休む,2. 活動を休止する、停止する,2.停止活动，中断,A: 今日の野球試合は中止になった。B: なぜ？A: 天気が悪いため。,A: 今天的棒球比赛取消了。B: 为什么？A: 天气不好。
142,低い,1. 高さが小さい、目立たない位置にある,1. 高度较低，处于不显眼的位置,A: あの建物は低いけど、中は広いんだって。B: そうなんだ、意外だね。,A: 那个建筑物虽然不高，但是里面很宽敞。B: 是啊，真出乎意料。
143,低い,2. 数量や程度が小さい、水準が低い,2. 数量或程度低，水平不高,A: この町の教育水準は低いって本当？B: うん、そうだよ。でも最近は改善されてるらしいよ。,A: 这个城镇的教育水平真的很低吗？B: 是的。但最近似乎有所改善。
144,低い,2. 数量や程度が小さい、水準が低い,2. 数量或程度低，水平不高,A: 今日の売り上げはいつもより低いね。B: そうだね、天気が悪いからかもしれない。,A: 今天的销售额比平时低。B: 是啊，可能是因为天气不好。
145,例,1. 物事を説明するために、具体的な具体例を示すこと。,1. 为了解释某事而提供具体的实例。,A: この単語の意味が分からないんだけど、例を教えてくれる？B: 例えば、「apple」って単語があるよ。,A: 我不知道这个词的意思，能给我个例子吗？B: 比如有个单词叫做「apple（苹果）」。
146,例,2. 通常とは異なる状況、特別な場合の出来事。,2. 不寻常的情况、特殊情况下的事件。,A: 昨日の授業はどうだった？B: 先生が急に体調を崩して、授業が中止になったんだ。例だったよ。,A: 昨天的课怎么样？B: 老师突然生病了，课被取消了。真是个例外的情况。
147,便利,1. 使いやすく、手軽に利用できること,1.方便、容易使用,A: このスマホアプリ、とても便利だよね。B: うん、私もよく使ってるよ。,A: 这个手机应用非常方便。B: 是啊，我也经常使用。
148,便利,2. 物事が手近で手軽に得られること,2.方便获得某物,A: このエリアにはスーパーがたくさんあって便利だよね。B: うん、何でも手軽に買えるからいいよね。,A: 这个地区有很多超市，很方便呢。B: 是啊，可以轻松地买到任何东西，非常好。
149,僕,1. 男性が使う、自分自身を表す一人称代名詞,1. 男性使用的第一人称代词，表示自己,A: 僕、お腹空いた。B: じゃあ、一緒にご飯食べようよ。,A: 我肚子饿了。B: 那我们一起吃饭吧。
150,僕,2. 幼い男の子,2. 小男孩,A: あの子、誰の息子？B: ああ、あの僕は、私の甥っ子だよ。,A: 那个孩子是谁的儿子？B: 噢，那个小男孩是我的侄子。
151,優しい,1. 親切である、心が温かい,1. 亲切，心地善良,A: あの人、とても優しいね。B: そうだね、いつも助けてくれるし、話も聞いてくれるよ。,A: 那个人非常温柔。B: 是的，他总是帮助我们，也会倾听我们的话。
152,優しい,2. 柔らかい、優美な,2. 柔软，优美,A: この布は優しい色合いだね。B: そうだね、肌触りも柔らかいよ。,A: 这块布的颜色很柔和。B: 是啊，手感也很柔软。
153,八,1. 数字の「8」,1. 数字8,A: このパン屋のパンは美味しいよ。B: ええ、私も八個買ったよ。,A: 这家面包店的面包很好吃。B: 是啊，我买了八个。
154,八,2. 方角の形をしたもの,2. 八字形状的东西,A: 駅前に新しいビルができるんだって。B: どんなビル？A: 八の字形だって。,A: 车站前面要建新的大楼。B: 是什么样的大楼？A: 是八字形的。
155,八,3. 方角の中央に位置する点,3. 八字形中间的点,A: このゲーム、難しいね。B: そうだね、でも八の字の真ん中にポイントがあるからそこを狙えばいいんじゃない？,A: 这个游戏很难。B: 是啊，但是八字形中间有一个点，瞄准那里就好了。
156,八,4. 八重奏,4. 八重奏,A: あの音楽会、どうだった？B: 素晴らしかったよ。A: 八の音楽家が一緒に演奏してたって聞いたけど。B: そう、八重奏だったよ。,A: 那个音乐会怎么样？B: 很棒。A: 听说是八个音乐家一起演奏的。B: 是的，是八重奏。
157,八つ,1. 8つのものを数える単位,1. 用于计数八个物品的单位,A: りんごを八つください。B: はい、八つですね。,A: 请给我八个苹果。B: 好的，八个吗。
158,八つ,2. 8つのものを集めたもの,2. 收集了八个物品的东西,A: このおもちゃのセットには八つのブロックが入っています。B: そうですね、たしかに八つありますね。,A: 这个玩具套装里有八个积木。B: 是的，确实有八个。
159,八日,1. 月の8日目。,1. 月份的第八天。,A: 今日は何日？B: 八日だよ。,A: 今天是几号？B: 是八号。
160,八日,2. 8日間。,2. 八天。,A: 休暇はいつからいつまで？B: 八日から十六日までだよ。,A: 假期从什么时候到什么时候？B: 从八号到十六号。
161,六,1. 数字の6,1. 数字6,A: もうすぐ6月だね。B: そうだね、あっという間に今年も半分が終わるんだ。,A: 快到6月了。B: 是啊，转眼间今年已经过了一半了。
162,六,1. 数字の「6」,1. 数字“6”,A: ロト６で一等が当たったんだ。B: 本当？すごい！,A: 我中了六合彩的一等奖。B: 真的吗？太厉害了！
163,六,2. 6つのもののうちの1つ、6番目,2. 六个中的一个、第六个,A: このドアの鍵、何番だったっけ？B: 六番だよ。,A: 这个门的钥匙是几号来着？B: 第六个。
164,六,2. 六つ、6つのもの,2. 六个物品,A: サッカーボールが欲しい。B: じゃあ、六つ買おうよ。,A: 我想要一个足球。B: 那我们就买六个吧。
165,六,3. 6歳,3. 六岁,A: この子、今年で六歳だよね。B: そうだよ。早いね。,A: 这个孩子今年六岁了吧。B: 是的。时间过得真快。
166,六,3. 六曜（日本の暦に用いる、1週間を6種類の曜日に分けたもの）の一つ,3. 六曜（将1个星期分为6种星期的日本历法中的一种）,A: 今日は何曜日？B: 先勝日だよ。A: 先勝日って何？B: 六曜の一つで、良いことがある日だと言われているよ。,A: 今天是星期几？B: 是先胜日。A: 先胜日是什么？B: 是六曜中的一种，被认为是好事发生的日子。
167,六つ,1. 数字の6を数えることができることを表す,1. 表示能够数出数字6,A: あの子はまだ数字を覚えていない？B: いや、彼女はもう「六つ」とか数えられるようになったよ。,A: 那个孩子还没学会数数吗？B: 不，她已经能数到六了。
168,六つ,2. 数量が6であることを表す,2. 表示数量是6,A: 今日の注文は何個ですか？B: 6個です。六つお願いします。,A: 今天的订单是几个？B: 是6个。请给我6个。
169,六十,1. 60歳,1. 60岁,A: あのおじいさん、今年何歳？B: 六十だよ。,A: 那个爷爷今年多少岁？B: 60岁。
170,六十,2. 60個,2. 60个,A: あの店でリンゴを六十個買ったよ。B: そんなにたくさん買ったの？,A: 在那家店买了60个苹果。B: 你买那么多啊？
171,六日,1. 月の6日目,1. 每月的6号,A: 六日には休みがあるから、旅行に行けるね。B: そうだね、どこに行こうか？,A: 六号那天放假，我们可以去旅行。B: 对啊，去哪里好呢？
172,六日,2. 6日間,2. 六天时间,A: あの人とは六日間一緒にいたんだ。B: そんなに長い時間、大変だったね。,A: 我和那个人在一起六天了。B: 那么长的时间，一定很辛苦吧。
173,六時,1. 午前6時。,1.早上6点。,A: 朝食は何時からですか？B: 六時からです。,A: 早餐从几点开始呢？B: 从六点开始。
174,六時,2. 午後6時。,2.下午6点。,A: 今日の会議は何時からですか？B: 六時からです。,A: 今天的会议从几点开始？B: 从六点开始。
175,六月,1. 1年のうちの6番目の月,1.一年中的第六个月,A: 今日は何日ですか？B: 6月2日です。,A: 今天几号？B: 6月2日。
176,六月,2. 6月生まれの人,2.出生在6月的人,A: 彼女はいつ生まれたの？B: 六月生まれだよ。,A: 她是什么时候出生的？B: 出生在六月。
177,冬,1. 一年の四季のうち、最も寒い季節。12月から2月頃まで。,1. 一年四季中最寒冷的季节。从12月到2月左右。,A: 今年の冬は例年より暖かくなると言われていますね。B: そうですか、でも寒さに備えておこう。,A: 据说今年冬天比往年暖和。B: 是吗，不过还是要做好防寒措施。
178,冬,1. 一年の四季のうち、最も寒い季節。12月から2月頃まで。,1. 一年四季中最寒冷的季节。从12月到2月左右。,A: 冬は雪が降るから、スキーに行くことができますね。B: そうですね、楽しみです。,A: 冬天下雪，可以去滑雪。B: 是啊，很期待。
179,冬,2. 冬至のころから暦の上では春分まで。,2. 从冬至开始，到春分结束的日子。,A: 冬至が過ぎたら、だんだん日が長くなっていくんですよね。B: そうですね、春が近づいている感じがします。,A: 冬至过后，白天慢慢变长了对吧？B: 是的，感觉春天快到了。
180,冬,2. 冬至のころから暦の上では春分まで。,2. 从冬至开始，到春分结束的日子。,A: 冬至にはどんなことをしますか？B: うちは、かぼちゃやおかゆを作って食べます。,A: 冬至的时候你们会做些什么呢？B: 我们会做南瓜和稀饭吃。
181,冬休み,1. 冬季の長期休暇,1. 冬季长假,A: 冬休みには何をする予定？B: 家族と温泉旅行に行くつもりだよ。,A: 寒假打算做什么？B: 打算和家人去温泉旅行。
182,冬休み,2. 冬期休業期間,2. 冬季休业期间,A: 大学の冬休みはいつからいつまで？B: 12月23日から1月5日までだよ。,A: 大学的寒假从什么时候到什么时候？B: 从12月23日到1月5日。
183,冷蔵庫,1. 食品や飲料を冷やして保存するための家庭用の家電製品,1. 家用电器，用于冷藏和保存食品或饮料,A: 今晩のディナーに何を作るの？B: 冷蔵庫にある野菜で何か作ってみようか。,A: 今晚想做什么菜？B: 用冰箱里的蔬菜做点什么吧。
184,分,1. 分ける、仕切る,1. 分开，划分,A: このケーキを3つに分けて。B: はい、分けます。,A: 把这个蛋糕分成三份。B: 好的，我来切。
185,分,2. 分割する、切断する,2. 分割，切割,A: この紙を2つに分けてください。B: はい、分けます。,A: 把这张纸分成两份。B: 好的，我来切。
186,分,3. 部分、断片,3. 部分，片段,A: この問題はどの程度難しいですか？B: 部分的には易しいですが、全体的には難しいです。,A: 这个问题有多难？B: 部分比较容易，但整体来看比较难。
187,分,4. 時間、期間,4. 时间，期间,A: ミーティングの時間は何時からですか？B: 2時から1時間の予定です。,A: 会议从几点开始？B: 从2点开始，预计持续1个小时。
188,分,5. 割り勘する,5. AA制,A: 今日の飲み会は割り勘で行きましょう。B: そうですね、了解しました。,A: 今天的聚会我们AA制吧。B: 好的，我知道了。
189,分かる,1. 知ることができる、理解する,1. 能够知道、理解,A: これ、どうやって使うんだっけ？B: 説明書を読めば分かるよ。,A: 这个该怎么用啊？B: 看看说明书就明白了。
190,分かる,2. 手がかりから推測する、察する,2. 从线索中推测、察觉,A: 彼女はどこに行ったのかな？B: たぶん、図書館に行ったんじゃないかと思うよ。A: なるほど、そうかもしれないね。B: そうだね、分かると思うよ。,A: 她去哪里了呢？B: 我觉得她可能去了图书馆。A: 哦，可能是这样。B: 是啊，我也觉得是。
191,分かる,3. 区別する、識別する,3. 区分、识别,A: これ、本当においしいラーメン屋さんなんだ。B: 本当に？どこがそんなにいいんだい？A: 麺の食感やスープの味わいが分かるんだよ。,A: 这家拉面店真的很好吃。B: 是吗？为什么这么好呢？A: 可以品尝到面条的口感和汤的味道。
192,前,1. 位置、時間的に前の方,1. 在位置和时间上前面,A: あの人は私たちの前にいるよ。B: そうだね、早く追い越したいな。,A: 那个人在我们前面。B: 是啊，想快点超过他。
193,前,2. 過去の、前にあった,2.过去的，曾经发生的,A: 去年の旅行はどこに行ったっけ？B: 北海道だよ、覚えてないの？A: ああ、そうだ、前だったね。,A: 去年去旅行去了哪里来着？B: 是北海道啊，你不记得了吗？A: 噢，对了，是以前去的。
194,前,3. 前面の、先行する,3. 前面的，先行的,A: この映画、前の方が見やすいかな？B: そうだね、私たちも前の方に座ろう。,A: 这部电影前面看着舒服吗？B: 是啊，我们也坐前面吧。
195,勉強,1. 学問・技術などを努力して習得しようとすること,1.努力学习知识或技术的事情,A: 今日の数学の授業は難しかったな。B: そうだね、でも勉強した分だけ成績も上がるから頑張ろう。,A: 今天的数学课很难。B: 是啊，但是学习的越多，成绩也会提高，所以要加油。
196,勉強,2. 身に付けた知識や技能を維持・向上するために行う活動,2.为了维持和提高所掌握的知识和技能而进行的活动,A: あなたはどのように勉強していますか？B: いろいろな本を読んだり、オンラインで学習したりしています。,A: 你是怎样学习的？B: 我会读各种书，也会在网上学习。
197,北海道,1. 日本の北の大きな島である,1. 日本的北部大岛,A: 夏休みに北海道に行きたいです。B: 美しい自然と美食がたくさんありますよ。,A: 暑假想去北海道。B: 那里有很多美丽的自然景色和美食。
198,北海道,2. 日本の47都道府県の一つ,2. 日本的47个都道府县之一,A: 北海道は広いから、どこを旅行しようか迷うな。B: 札幌市や小樽市がおすすめですよ。,A: 北海道很大，不知道去哪里旅行。B: 推荐札幌市和小樽市。
199,匹,1. 1つの動物について数えるときの単位,1.表示计算动物数量的单位,A: うちに猫が5匹いるんだ。B: へえ、すごいね。,A: 我家有5只猫。B: 哇，好厉害。
200,匹,2. 数量や程度などを表す際に用いる単位,2. 表示数量和程度的单位,A: この薬は1日3回、1回2匹ずつ飲むんだ。B: 分かった、ありがとう。,A: 这种药一天三次，每次吃两片。B: 明白了，谢谢。
201,半分,1. 2つに分けたうちの一方,1. 一半,A: ケーキは半分ずつにしよう。B: いいよ。ありがとう。,A: 蛋糕我们分成两半吧。B: 好的。谢谢。
202,半分,2. 量・時間などが半分になること,2. 量或时间等减半,A: 運動会の準備はもう半分終わった？B: まだ半分も終わってないよ。,A: 运动会的准备工作已经完成了一半了吗？B: 还没有完成一半呢。
203,半年,1. 6ヶ月間の期間,1. 六个月的时间,A: あなたはいつ日本に来たの？B: 半年前に来ました。,A: 你什么时候来日本的？B: 半年前来的。
204,半年,2. 半年分の期間,2. 半年的时间长度,A: このプロジェクトはどのくらいの期間ですか？B: 半年間です。,A: 这个项目需要多长时间？B: 需要半年的时间。
205,南,1. 南の方角、南側,1. 南方、南面,A: あの公園は南側が海だよ。B: そうなんだ、景色がいいね。,A: 那个公园南面是海。B: 是吗，风景很美呀。
206,南,2. 南の地域,2. 南方地区,A: 来週、南に旅行に行くんだ。B: え、どこに行くの？,A: 下周去南方旅游。B: 哦，去哪里？
207,古い,1. 旧式で新しくない,1. 古老的、不新鲜的,A: この家は古いね。B: ええ、築30年以上だから。,A: 这个房子很旧啊。B: 是啊，已经建了30多年了。
208,古い,2. 長い間存在している、古くからある,2. 存在已久，古老的,A: あの古い神社、今度一緒に行こうよ。B: いいね、その神社は有名だから行ってみたかったんだ。,A: 那个古老的神社，下次一起去吧。B: 好啊，那个神社很有名，一直想去看看。
209,右,1. 右側の方向、または位置を表す,1.表示右边的方向或位置,A: あの建物は右だよ。B: 分かった、ありがとう。,A: 那座建筑在右边。B: 明白了，谢谢。
210,右,2. 右翼、保守派を表す,2.表示右翼、保守派,A: 彼は政治的に右だね。B: そうだね、保守的な考え方が多いんだ。,A: 他在政治上是右派。B: 是啊，他有很多保守的想法。
211,右手,1. 右側にある手,1. 右手,A: この絵を描く時、右手を使うの？B: そうだよ。,A: 画这幅画的时候，用右手吗？B: 是的。
212,右手,2. 右側の手,2. 右边的手,A: これを持って、右手で書いてください。B: 分かりました。,A: 拿着这个，请用右手写。B: 好的。
213,右足,1. 右の足,1. 右脚,A: 今日は右足が痛いんだ。B: 大丈夫？ゆっくり休んでね。,A: 今天右脚很痛。B: 没关系吧？好好休息。
214,右足,2. 右利きの方の足,2. 右脚偏巧的脚,A: このスポーツの特徴は左右の足を使うことだよ。B: でも、私は右足が得意なんだ。,A: 这项运动的特点是要用到左右脚。B: 不过，我擅长右脚。
215,呼ぶ,1. 声を出して相手を呼ぶ、連絡を取る,1. 喊，呼叫,A: 山田さん、こっちに来て！B: はい、何か用ですか？,A: 山田，请过来！B: 嗯，有什么事吗？
216,呼ぶ,2. 呼びかける、招待する,2. 呼唤，邀请,A: 今晩、家で飲み会をするんだけど、来ない？B: いいよ、ありがとう。,A: 今晚在家开个酒会，来吗？B: 好啊，谢谢。
217,呼ぶ,3. （名前や称号など）で呼ぶ,3. 用（名字、头衔等）称呼,A: 鈴木さん、お待ちしてました。B: あ、失礼。私は医者なので、先生と呼んでください。,A: 铃木，我一直在等你。B: 啊，对不起。我是医生，请叫我医生。
218,問題,1. 解決すべき難しい課題、疑わしい事柄、疑問点など,1. 需要解决的困难问题，怀疑的事情，疑点等,A: 数学の問題が分からない。B: 先生に聞いてみたら？,A: 不知道数学题怎么做。B: 去问老师吧。
219,問題,1. 解決すべき難しい課題、疑わしい事柄、疑問点など,1. 需要解决的困难问题，怀疑的事情，疑点等,A: 社内の問題がある。B: どんな問題ですか？,A: 公司内部有问题。B: 是什么问题？
220,問題,2. 妨げになる、支障となる,2. 妨碍，造成障碍,A: エアコンの故障が問題になっている。B: 早く修理を呼びましょう。,A: 空调的故障成为问题了。B: 快点叫人修理吧。
221,問題,2. 妨げになる、支障となる,2. 妨碍，造成障碍,A: 交通渋滞で遅刻しそうだ。B: 問題だね、電話して遅れる旨を伝えよう。,A: 因为交通拥堵可能会迟到。B: 真是个问题，打个电话告诉对方会晚到。
222,四,1. 数字の4,1. 数字4,A: この問題、答えがわからないんだけど。B: 答えは四だよ。,A: 这个问题，我不知道答案。B: 答案是四。
223,四,2. 4つのもののうちの1つ、第4位,2. 四个中的一个，第四个,A: サッカーのポジションで言うと、左から数えて四番目のポジションはどこ？B: ミッドフィールダーかな。,A: 如果用足球位置来说，从左数第四个位置在哪里？B: 可能是中场。
224,四,3. 「四季」という言葉の「四」の部分の意味、春夏秋冬の繰り返し,3. “四季”中的“四”的意思，春夏秋冬的轮回,A: この町は四季がはっきりしているね。B: そうだね、春には桜、夏にはプール、秋には紅葉、冬にはスキー場があるから。,A: 这个城市四季分明呢。B: 是的，春天有樱花，夏天有游泳池，秋天有红叶，冬天有滑雪场。
225,四,4. 事物を分類するときに用いる、4つの区分の1つ,4. 用于分类事物的一种四个区分之一,A: この会議では、アイデアを四つのカテゴリーに分けて考えることにした。B: それぞれどんなカテゴリーか教えて。,A: 在这次会议上，我们决定将想法分成四个类别来考虑。B: 请告诉我每个类别是什么。
226,四つ,1. 数字の4を表す,1. 表示数字4,A: ケーキを4つ買ってきたよ。B: ありがとう、お腹いっぱいになるね。,A: 我买了4个蛋糕。B: 谢谢，这样就可以吃饱了。
227,四つ,2. 4つのもののうちの1つ、4番目のもの,2. 四个物品中的一个，第四个,A: あの4つのボタンのうち、どれが正解？B: 左から4番目のボタンだよ。,A: 那四个按钮中，哪一个是正确的？B: 左边数过来的第四个按钮。
228,四つ,3. 4つのもののセット、4個セット,3. 四个物品的组合，四件套,A: このカップは4つセットで売っているよ。B: へえ、全部揃えたくなるね。,A: 这个杯子是以四件套的形式出售的。B: 哇，这让我想把所有的都买齐。
229,四日,1. 月の4日目を指す,1.指月份的第四天,A: 来週の四日は空いているよ。B: ありがとう、その日に会えるね。,A: 下周四有空。B: 谢谢，那天我们可以见面。
230,四日,2. 4日間の期間を指す,2.指4天的期间,A: 明日から四日間旅行に行くんだ。B: いいな、どこに行くの？,A: 明天开始去旅行四天。B: 真好，去哪里？
231,夕方,1. 夕方、日が暮れる前の時間帯,1. 傍晚，太阳没落之前的时间段,A: 今日は何時に帰るの？B: 今日は夕方６時ごろに帰るつもりだよ。,A: 今天你几点回家？B: 我打算今天傍晚6点左右回家。
232,夕食,夜の食事、晩ごはん,晚餐,A: 今日の夕食は何にしようか？B: ピザにしましょう。,A: 今天晚餐吃什么好呢？B: 我们来吃披萨吧。
233,夕飯,1. 夕方に食べる晩ごはん,1. 晚饭，晚餐,A: 今日の夕飯は何にする？B: そうだね、魚でも作ろうか。,A: 今天晚饭吃什么？B: 嗯，要不做鱼吧。
234,夜,1. 日没から日の出までの時間帯。,1. 日落到日出之间的时间段。,A: 昨日の夜は何をしていたの？B: 家で本を読んでいたよ。,A: 昨天晚上你在干什么？B: 在家看书。
235,夜,2. 昼間に比べて暗い時間帯。,2. 比白天更暗的时间段。,A: 夜には何時に寝るの？B: 普通、11時頃に寝るよ。,A: 晚上你什么时候睡觉？B: 通常是大约11点钟。
236,太い,1. 直径や幅が広い,1. 粗的，宽的,A: この棒、太くない？B: そうかな、私にはちょうどいい太さだよ。,A: 这根棍子不是很粗吗？B: 可能适合我这样的太细了。
237,太い,2. 体型が太っている,2. 身体肥胖,A: 彼女、太ってきたね。B: そうだね、ダイエットしなきゃ。,A: 她好像变胖了。B: 是啊，需要减肥。
238,太い,3. 数が多い、多量の,3. 大量的，数量多的,A: この山には木がたくさんあるね。B: そうだね、太い木がたくさん生えてる。,A: 这座山有很多树。B: 是啊，很多粗树生长在这里。
239,娘,1. 女の子の子供、娘さん、娘のように可愛い女性,1.女孩子的孩子，女儿，像女儿一样可爱的女性,A: あの人、娘が二人いるんだって。B: へえ、どんな子？,A: 那个人有两个女儿。B: 哦，是什么样的孩子？
240,娘,2. 若い女性、娘さん、娘のように可愛い女性,2. 年轻女性，女儿，像女儿一样可爱的女性,A: この前のパーティーで会った、あの娘と連絡とった？B: いや、まだだよ。,A: 上次在派对上见到的那个女孩联系了吗？B: 还没有。
241,孫,1. 孫（祖父母の子供の子）,1. 孙子,A: おじいちゃん、孫ちゃんが生まれたんだって？B: そうなんだよ！とっても可愛いんだ。,A: 爷爷，听说孙子出生了？B: 是的！他非常可爱。
242,孫,2. 下位の者、後輩,2. 下属、晚辈,A: あの課長、新しい仕事を孫に任せたんだって。B: そうなんだ、孫、頑張ってね。,A: 那个科长把新的工作交给孙了。B: 是吗，孙要加油啊。
243,安い,1. 値段が低い、手頃な価格である,1. 价格便宜、价格实惠,A: あの店、服が安いね。B: そうだね、でも質があまり良くないから気をつけないと。,A: 那家店的衣服便宜呢。B: 是啊，但是质量不太好，要小心。
244,安い,2. 危険や問題が少なく、安全である,2. 安全、风险较低,A: あの公園、夜も安全だよ。B: そうなんだ、じゃあ今度一緒に行こうよ。,A: 那个公园晚上也很安全。B: 是吗，那下次我们一起去吧。
245,屋,1. 建物の一部を表す接尾語,1. 表示建筑物的一部分的后缀,A: あの高いビルの一番上にある部屋っていいなあ。B: そうだね、ペントハウスっていうんだよ。,A: 那座高楼顶部的房间真棒。B: 是啊，叫做顶层公寓。
246,屋,2. 商売をする建物,2. 商业用建筑物,A: あのラーメン屋、味はどうだった？B: とてもおいしかったよ。次回も行こうと思っている。,A: 那家拉面店的味道怎么样？B: 非常好吃。我打算下次再去。
247,屋,3. 職業や特定の事務を行う人が集まっている場所を表す接尾語,3. 表示从事特定工作或业务的人聚集的场所的后缀,A: あの辺にはカフェがたくさんあるから、デザイナーの屋には良い場所かも。B: そうだね、近くにはデザインスタジオもいくつかあるよ。,A: 那附近有很多咖啡馆，可能是设计师的好地方。B: 是啊，附近还有几个设计工作室。
248,山,1. 高い土地、地形の起伏、山地,1. 高地、地形的起伏、山地,A: あの山、登ってみたいな。B: いいね、私も一緒に行こうよ。,A: 那座山，想爬上去看看。B: 好啊，我们一起去吧。
249,山,2. 量詞、古い中国の重さの単位,2. 古代中国的重量单位,A: この荷物、何キロくらいかな？B: 山2つ分くらいだよ。,A: 这个行李大约有多少公斤？B: 大约有两座山那么重吧。
250,左,1. 右の反対側に位置する,1. 位于右侧相对面,彼女は左手でペンを持ちます。,她用左手拿着笔。
251,左,1. 右の反対側に位置する,1. 位于右侧相对面,机の左に本があります。,桌子的左边有本书。
252,左,2. 政治的・思想的に左寄りの,2. 政治或思想上左倾的,この新聞社は左派的な見解を持っています。,这家报社持有左翼的观点。
253,左,2. 政治的・思想的に左寄りの,2. 政治或思想上左倾的,彼は左翼思想の持ち主です。,他是左翼思想的拥护者。
254,左手,1. 左の手,1. 左手,A: それ、右手で持って。B: ちょっと待って、俺は左手利きなんだ。,A: 那个用右手拿。B: 稍等一下，我是左撇子。
255,左手,2. 左側の手,2. 左边的手,A: 彼女は左手が骨折しているから、家事はできないんだって。B: 可哀そうに。早く治ってほしいね。,A: 她的左手骨折了，所以不能做家务。B: 太可怜了。希望早点好起来。
256,左足,1. 左の足,1. 左脚,A: 左足に痛みがあるんです。B: 病院に行った方がいいですよ。,A: 我的左脚疼。B: 你最好去医院看看。
257,左足,2. フットワークの軽い人,2. 脚踏实地的人,A: 彼はビジネスの世界で左足だ。B: そうなんだ、すごいね。,A: 他是商界的脚踏实地的人。B: 真的吗？太厉害了。
258,帽子,1. 頭を覆うもので、髪や頭皮を覆い保護するもの。,1.盖在头上，用于覆盖头发或头皮以保护的物品。,A: 今日は帽子をかぶっていったほうがいいね。B: そうだね、日差しが強いから。,A: 今天最好戴帽子去。B: 是的，因为阳光很强。
