,word,meaning_jp,meaning_cn,example_jp,example_cn
187,カレンダー,1. 一年の月日を表示する表、日めくりカレンダー,1.显示一年日期的表格，日历,A: 来週の予定を確認しよう。B: はい、カレンダーを見てみます。,A: 我们来确认一下下周的计划。B: 好的，我来看一下日历。
188,カレンダー,2. 一定期間内のスケジュールを管理する手帳、日記帳,2. 管理一定期间内日程的手册、日记,A: 来月の予定を手帳に書いた？B: はい、カレンダーにも書いてあるよ。,A: 下个月的计划你写在手册上了吗？B: 嗯，我写在了日历上。
189,カレー,1. インドカレー、またはその種類。,1. 印度咖喱，或其种类。,A: 今日の夕食は何がいい？B: カレーはどうですか？A: いいね、久しぶりに食べたい！,A: 今天晚餐吃什么好？B: 印度咖喱怎么样？A: 好啊，好久没吃了！
190,カレー,2. 牛肉、鶏肉、野菜などを、スパイスとともにトマトやココナッツミルクなどで煮た料理。,2. 用香料和番茄、椰奶等烹制牛肉、鸡肉、蔬菜等的菜肴。,A: お昼は何が食べたい？B: カレーにしようよ！A: いいね、辛いのとマイルドなの、どっちが好き？B: 辛いのが好き！,A: 午餐吃什么好？B: 来碗咖喱吧！A: 好啊，辣的和温和的，哪个更喜欢？B: 喜欢辣的！
191,カレーライス,1. カレーソースをかけたご飯の料理,1. 加了咖喱酱的饭菜,A: 今日の昼食、何が食べたい？B: カレーライスがいいな。,A: 今天午餐想吃什么？B: 我想吃咖喱饭。
192,カレーライス,2. カレーライスのように黄色く見える色合い,2. 像咖喱饭一样的黄色,A: あの車の色、何色だと思う？B: カレーライスみたいな色だね。,A: 你觉得那辆车的颜色是什么颜色？B: 像咖喱饭的颜色。
193,カード,1. カード状の物、切符、証明書、識別カード,1. 卡片、票、证书、识别卡,A: これは何のカード？B: あ、それは銀行のキャッシュカードだよ。,A: 这是什么卡？B: 噢，那是银行的取款卡。
194,カード,2. トランプのカード,2. 扑克牌,A: カードで何かゲームをしようよ。B: いいね、ポーカーでもしようか。,A: 我们玩点什么牌游戏吧。B: 好啊，玩扑克牌怎么样？
195,カード,3. クレジットカード、デビットカードなどの支払い用カード,3. 信用卡、借记卡等付款用卡,A: 今日はクレジットカードで払います。B: カード決済でいいですよ。,A: 我今天用信用卡付款。B: 可以用卡付款。
196,ガソリンスタンド,1. ガソリンを販売する施設。,1. 加油站。,A: 車にガソリンがなくなりそうだ。B: あそこのガソリンスタンドに行こう。,A: 车子的汽油快用完了。B: 我们去那个加油站吧。
197,ガム,1. 口に入れて噛んで楽しむ食べ物、チューインガム,1. 口中咀嚼的食品，口香糖,A: 口の中に悪い味がする。B: ガムでも噛んでみたら？,A: 口里有异味。B: 试试口香糖吧？
198,ガム,2. 船や航空機などが泊まる場所,2. 船舶或飞机等停泊的地方,A: 港には何隻もの船が停まっているね。B: そうだね、あのガムには大型客船が入るんだ。,A: 港湾里停靠着许多船只呢。B: 是啊，那个停泊区可以容纳大型客船。
199,ガラス,1. 透明で硬い素材でできたもの,1.透明且硬的物质,A: この家の窓はガラスだから、とてもキレイに外が見えるよ。B: そうだね。,A: 这家的窗户是玻璃的，所以可以看到外面很清楚。B: 是啊。
200,ガラス,2. 儚い、壊れやすい,2.脆弱的，易碎的,A: ガラス製のお皿、大切に扱わないと割れちゃうよ。B: そうだね、気をつけよう。,A: 玻璃盘子很容易破碎，要小心点。B: 嗯，好的。
201,一,1. 数字の1、1つのもの,1.数字1、一个物体,A: このリンゴはいくらですか？B: 一つ200円です。,A: 这个苹果多少钱？B: 一个200日元。
202,一,2. 一緒、同じ、ひとつにする,2.一起，同样的，合并,A: 明日は皆で映画を見に行きませんか？B: いいですね、何時に一緒に待ち合わせましょうか？,A: 明天我们一起去看电影怎么样？B: 好啊，我们什么时候一起见面？
203,一,3. すべて、完全,3.全部、完全,A: 彼は一言も話さなかった。B: 本当に？一言も？,A: 他一句话都没说。B: 真的？一句话都没有？
204,一,4. 独り、ひとりで,4.独自一个人,A: 彼は今日は来ませんか？B: はい、今日は一人で家で過ごすつもりです。,A: 他今天不来吗？B: 是的，今天我想独自一个人待在家里。
205,一つ,1. 数字の1、一,1.数字1、一,A: あの店でリンゴを一つ買ってきて。B: 了解しました。,A: 在那家店买一个苹果回来。B: 好的。
206,一つ,2. 一つのもの、1つの事柄,2. 一个物品，一件事,A: 食べ物を一つだけ注文しました。B: そうですか、何を注文したんですか？,A: 我只点了一份食物。B: 是吗？你点了什么？
207,一つ,3. ひとつの目的、ひとつの目標,3.一个目标，一个目的,A: 今年の夏休みの一つの目標は何ですか？B: 英会話を上達させることです。,A: 今年暑假的一个目标是什么？B: 提高英语口语能力。
208,一年,1. 1年間の期間,1. 一年的时间,A: あなたの結婚記念日はいつですか？B: 11月18日です。今度で結婚してからちょうど一年になります。,A: 你们的结婚纪念日是什么时候？B: 11月18日。这一次刚好是我们结婚一年。
209,一年,2. 1年の年齢,2. 一岁的年龄,A: あの子は今年何歳ですか？B: 一年です。,A: 那个孩子今年几岁了？B: 一岁。
210,一度,1. 一回だけ,1. 一次,A: このCD、聞いたことある？B: うん、一度聞いたことあるよ。,A: 这张CD，你听过吗？B: 嗯，听过一次。
211,一度,2. 一度に,2. 一次性地，同时进行地,A: あの大学は試験が一度に全部終わるんだって。B: すごいね、私の大学は週に2回ずつだったよ。,A: 那个大学考试一次性全部结束的。B: 真厉害，我上的大学每周考两次。
212,一日,1. 一日中、一日のうちの時間,1. 整天、一天中的时间,A: 今日の天気はどう？B: 一日中晴れているよ。,A: 今天的天气怎么样？B: 一整天都是晴天。
213,一日,2. 1日、1日間,2.一天、一天的时间,A: 来週の予定は何？B: 月曜日から水曜日まで、一日中会議があるよ。,A: 下周的计划是什么？B: 从周一到周三，每天都有会议。
214,一月,1. 1月,1. 1月,A: 来年の正月休み、何日から何日までだっけ？B: 1月1日から3日までだよ。,A: 明年的新年假期从哪一天到哪一天？B: 从1月1日到3日。
215,一月,2. 月の中で最初にくる月,2. 第一个月,A: 日本の学校の新学期はいつから始まるの？B: 大体4月からだよ。一月に始まる学校もあるけど。,A: 日本的学校新学期从什么时候开始？B: 大多数是从4月开始的。也有一月开始的学校。
216,一杯,1. コップやグラスに入った量の単位。,1. 杯子装的量的单位。,A: お腹が空いたから、ビールを一杯飲もうよ。B: いいね、私も一杯飲む。,A: 我肚子饿了，我们喝一杯啤酒吧。B: 好啊，我也要喝一杯。
217,一杯,1. 液体を入れた容器に満たされた状態、または液体の量の単位,1. 装有液体的容器装满的状态或液体量的单位,A: コーヒーを一杯ください。B: かしこまりました。,A: 请给我一杯咖啡。B: 好的。
218,一杯,1. 液体を入れた容器に満たされた状態、または液体の量の単位,1. 装有液体的容器装满的状态或液体量的单位,A: 今日はビールを一杯飲みましょう。B: いいですね。,A: 今天来一杯啤酒吧。B: 好啊。
219,一杯,1. 液体を入れる容器の量の単位（約180ml）,1. 一种盛装液体的容器（约180毫升）,A: お茶を一杯ください。B: かしこまりました。,A: 请给我一杯茶。B: 好的。
220,一杯,2. たくさんの量。,2. 大量的数量。,A: この仕事は大変だね、忙しすぎて一杯だよ。B: そうだね、でも頑張ろう。,A: 这项工作很辛苦，太忙了，简直是一大堆事情啊。B: 是啊，但是我们要加油。
221,一杯,2. 満ち足りた量、満足感,2. 充足感，满意感,A: ご飯を食べて、一杯飲み物を飲んだら、幸せだなあ。B: そうだね、何もいらないよね。,A: 吃饭，喝一杯饮料，这样就很幸福了。B: 是啊，不需要别的了。
222,一杯,2. 量が多い、たくさんある状態,2. 数量多，有很多的状态,A: 今日の仕事は一杯あるよ。B: 頑張りましょう。,A: 今天的工作很多啊。B: 我们一起加油吧。
223,一杯,2. 量が多い、たくさんある状態,2. 数量多，有很多的状态,A: 明日の予定は一杯ありますか？B: はい、たくさんあります。,A: 明天有很多预定吗？B: 是的，很多。
224,一杯,3. 一回、一度,3. 一次，一度,A: 今夜、カラオケに行こうよ。B: いいね、一杯歌おうよ。,A: 今晚一起去唱歌吧。B: 好啊，一次唱一杯。
225,一枚,1. 平たく、薄い物を数えるときに用いる。,1.用于计数扁平或薄物体。,A: 机の上にあるカードは何枚？B: 一枚だけだよ。,A: 桌子上的卡片有几张？B: 只有一张。
226,一枚,2. 紙幣、切符、カードなどを数えるときに用いる。,2.用于计数纸币、车票、卡片等。,A: 切符はもう買った？B: はい、一枚買ったよ。,A: 买车票了吗？B: 买了一张。
227,一枚,3. 画や写真などの平面的な作品を数えるときに用いる。,3.用于计数绘画、照片等平面作品。,A: この美術館には何枚もの有名な絵があるんだよ。B: そうなんだ！今度行ってみたいな。A: ぜひぜひ。,A: 这个美术馆有很多有名的画。B: 真的吗！下次一定要去看看。A: 当然。
228,一生懸命,1. 非常努力、拼命,1.非常努力、拼命,A: あの人は仕事ができると聞いているけど、本当？B: 本当だよ。彼女はいつも一生懸命働いているからね。,A: 我听说那个人工作能力很强，是真的吗？B: 是真的。因为她总是非常努力地工作。
229,一生懸命,1. 非常努力、拼命,1.非常努力、拼命,A: 今日のテスト、どうだった？B: 一生懸命勉強したから、きっと大丈夫だと思う。,A: 今天的考试怎么样？B: 我很努力学习了，所以我认为应该没问题。
230,一番,1. 最も,1.最,A: このレストランの料理はどれが一番おいしいの？B: 私はステーキが一番好きですよ。,A: 这家餐厅的菜哪个最好吃？B: 我最喜欢牛排。
231,一番,1. 最も優れている、最高の,1. 最优秀的，最好的,A: どのレストランが一番おすすめですか？B: あのレストランが一番美味しいと思いますよ。,A: 哪家餐厅最值得推荐？B: 我觉得那家餐厅最好吃。
232,一番,2. 一番目、最初の,2.第一，最初的,A: マラソンで一番になった人は誰ですか？B: 山田さんが一番になりました。,A: 谁成为了马拉松比赛的第一名？B: 山田成为了第一名。
233,一番,2. 一番目の,2.第一,A: 赤ちゃんの写真、一番左の赤ちゃんが誰？B: 私の甥っ子です。,A: 这张婴儿照片，最左边的是谁？B: 是我的侄子。
234,一番,3. 最も大切な、最も重要な,3. 最重要的，最关键的,A: もし一番大切な物を一つ選べと言われたら、何を選びますか？B: 家族ですね、家族が一番大切ですから。,A: 如果让你选择一件最重要的东西，你会选择什么？B: 当然是家人了，因为家人是最重要的。
235,一番,3. 最高位、最優先,3.最高级、最优先,A: この大会の優勝者には、一番の賞品が与えられます。B: それは何ですか？A: ヨーロッパ旅行です。,A: 这个比赛的获胜者将获得最高奖品。B: 是什么？A: 欧洲之旅。
236,一緒,1. 一緒に、一同に,1.一起，共同,A: 今晩、映画を見に行かない？B: いいね、一緒に行こうよ。,A: 今晚去看电影怎么样？B: 好啊，我们一起去吧。
237,一緒,2. 同時に、同一のものを指して,2.同时，指同一事物,A: 今、私たちは一緒に考えています。B: そう、私たちは同じ方向を向いていますね。,A: 现在我们在一起思考。B: 是的，我们朝着同一个方向。
238,上,1. 上に、高い方に,1. 上面，高处,A: あの建物はとても高いね。B: そうだね、上からの景色もすごくいいよ。,A: 那座建筑真的很高啊。B: 是啊，从上面看风景也很美。
239,上,2. 集まる場所に向かって,2. 前往聚集场所,A: 今日は皆で公園に行こうよ。B: いいね、じゃあどこで待ち合わせする？A: 入り口の上で待ち合わせしよう。,A: 今天我们一起去公园吧。B: 好啊，那我们在哪儿集合呢？A: 我们在入口处集合吧。
240,上,3. 数量・程度が大きくなる,3. 数量或程度增加,A: 今日の売り上げはどう？B: 昨日よりも上がったよ。,A: 今天的销售额怎么样？B: 比昨天增加了。
241,上,4. 立派な、品質が高い,4. 高质量的，出类拔萃的,A: このレストラン、美味しいよ。B: そうなの？上のクラスのレストランって感じ？,A: 这家餐厅很好吃。B: 是吗？有上乘的餐厅的感觉？
242,上,5. 職位・地位・役割などが上になる,5. 职位、地位、角色等高层次的,A: 彼女はこの会社の社長になったんだって。B: すごいね、若い女性が上に立つ会社って珍しいよね。,A: 她成为了这个公司的总裁。B: 太厉害了，年轻的女性领导公司还是比较少见的。
243,上,6. 上司、先輩などに対しての敬称,6. 对上司、前辈等的敬称,A: 先輩、この書類、お願いできますか？B: はい、任せてください。,A: 前辈，这份文件可以麻烦你了吗？B: 好的，请交给我。
244,上,6. 上司、先輩などに対しての敬称,6. 对上司、前辈等的敬称,A: 明日のミーティングは誰が担当するの？B: 上司が担当することになっているよ。,A: 明天的会议由谁负责？B: 由上司负责。
245,上,7. 言及する範囲が広くなる,7. 涉及的范围变广,A: この問題は今回の件だけではなく、もっと上の層でも問題になっているようだ。B: そうなの？もっと広い範囲で調べる必要があるかもしれないね。,A: 这个问题不仅仅是这个事情，似乎在更高层次也成为了问题。B: 是吗？或许需要更广泛的调查。
246,上がる,1. 物が高い位置に移動する,1. 上升到高处,A: 手伝ってくれる？B: はい、どこに上がればいいですか？,A: 能帮个忙吗？B: 可以，我要爬到哪里？
247,上がる,2. 数字、値、温度、気圧が上がる,2. 数量、数值、温度或气压上升,A: 今日の最高気温はどのくらい？B: 30度くらいまで上がるらしいよ。,A: 今天的最高气温是多少？B: 好像会升到30度左右。
248,上がる,3. 値段、価格、給料などが上がる,3. 价格、工资等上升,A: 先月と比べて、家賃が上がった。B: そうだったんだ、大変だね。,A: 与上个月相比，房租涨了。B: 噢，那可真不容易。
249,上がる,4. 状態が変化して、良くなる,4. 状况变得好起来,A: 体調が悪いの？B: いいえ、だいぶ上がったと思います。,A: 身体状况不太好？B: 不，我觉得已经好起来了。
250,上がる,5. 電気製品や機械が動き出す,5. 电器或机械开始运转,A: エアコンのリモコン、どうしたらいいんだっけ？B: 電源を入れて、上がるボタンを押せばいいよ。,A: 空调的遥控器怎么办？B: 开机后按上升按钮就可以了。
251,上げる,1. 高くする、持ち上げる,1. 抬高、举起,A: この荷物を上げてくれますか？B: はい、どうぞ。,A: 请帮我把这个包裹抬一下。B: 好的，请拿。
252,上げる,2. 数量・度合いを増やす,2. 增加数量或程度,A: 明日の売上げを上げるためには何が必要ですか？B: 広告を出すことが必要ですね。,A: 为了提高明天的销售额，需要什么？B: 需要做广告。
253,上げる,3. 声を出す,3. 发出声音,A: あの人、上手に歌が歌えるよね。B: そうだね、高い音も上げられるんだよ。,A: 那个人唱歌很好听。B: 是的，他可以唱高音。
254,下りる,1. 上から下に移動する,1. 从上到下移动,A: 今日は山から下りるのが大変だった。B: そうか、気をつけて帰ってね。,A: 今天从山上下来很辛苦。B: 是吗，回家路上小心点。
255,下りる,2. 数量・価値が低くなる,2. 数量或价值下降,A: この会社の株価が下がっている。B: そうか、大丈夫？,A: 这家公司的股价下跌了。B: 是吗，没事吧？
256,下りる,3. 電車・バスなどから降りる,3. 从电车、公共汽车等上下车,A: 次の駅で下りるんだけど、乗り換える電車が分からない。B: あの看板を見て、右のホームに行ってね。,A: 下一站下车，但不知道要换乘哪辆电车。B: 看看那个牌子，然后走右边的站台。
257,下りる,4. 調子が悪くなる,4. 状态变差,A: 最近、パソコンの調子が悪くて困ってるんだ。B: そうだね、早く修理に出した方がいいよ。,A: 最近电脑状态不好，很困扰。B: 是啊，赶快修理一下比较好。
258,五つ,1. 5つのものの総称,1. 五个物品的总称,A: この箱に何が入っているの？B: 五つのリンゴが入っているよ。,A: 这个箱子里装了什么？B: 里面装了五个苹果。
259,五つ,2. 5歳,2. 五岁,A: この子は何歳ですか？B: 五つです。,A: 这个孩子几岁了？B: 五岁。
260,五日,1. 月の5日のこと。,1. 每月的第5天。,A: 今日は何日ですか？B: 五日です。,A: 今天是几号？B: 5号。
261,五日,2. 5日間。,2. 5天。,A: そのプロジェクトはいつ終わりますか？B: 五日かかります。,A: 那个项目什么时候结束？B: 需要五天时间。
262,今,1. 現在、この瞬間、今日,1.现在，此时，今天,A: 今、何してるの？B: テレビを見ているよ。,A: 你现在在做什么？B: 在看电视。
263,今,2. すでに、もう,2.已经，已经不再是现在,A: 今、彼女と別れたの？B: うん、もう2週間前だよ。,A: 你和女朋友分手了吗？B: 是啊，已经2周前了。
264,会う,1. 対面する、面会する,1. 相见、会面,A: 明日、彼女と会う予定なんだ。B: いいなぁ、どこで会うの？,A: 明天我打算和她见面。B: 真好，你们在哪里见面？
265,会う,2. 遭遇する、出くわす,2. 遇到、碰到,A: 先生、昨日の宿題、提出したんですけど、確認していただけますか？B: あ、そうだね。先週、学校で会ったときに提出したんだっけ。,A: 老师，我昨天交了作业，请您确认一下可以吗？B: 噢，是啊。上周在学校见到你的时候交的作业对吧。
266,会社,1. 会社組織,1. 公司组织,A: あの人はどこで働いているの？B: あの人は大手会社に勤めているんだって。,A: 那个人在哪儿工作？B: 那个人在一家大公司工作。
267,会社,2. 会社に勤めること,2. 在公司工作,A: おめでとう！新しい仕事が決まったんだね。B: そうなんだよ、来週から会社に入ることになったんだ。,A: 恭喜！找到了新工作。B: 是的，下周开始我要去那家公司工作了。
268,会社,3. 取引先、商売相手,3. 合作伙伴、商业伙伴,A: 今日の商談はどうだった？B: 新しい会社との取引が決まったよ。,A: 今天的商谈怎么样了？B: 我们和一家新公司达成了交易。
269,会社員,1. 企業に勤める従業員,1. 在企业工作的员工,A: 彼女は何をしている人ですか？B: 彼女は会社員です。A: どこの会社ですか？B: 大手IT企業です。,A: 她是做什么工作的？B: 她是一名公司职员。A: 她在哪家公司工作？B: 在一家大型IT公司。
270,会話,1. おしゃべり、話し合い,1.聊天，交谈,A: 昨日、友達と長い会話をしたよ。B: 何について話したの？,A: 昨天和朋友聊了很久。B: 聊了些什么？
271,会話,2. 文化的・社交的な催し物,2. 文化或社交活动,A: 今週末、会話パーティーがあるんだ。B: いいね、行ってみたいな。,A: 这个周末有个聚会活动呢。B: 好啊，想去看看。
272,伯母,1. 父親の姉妹,1. 父亲的姐妹,A: 伯母さんに会いに行くの？B: そうだよ。,A: 去见姑妈吗？B: 是的。
273,伯母,2. 母親の姉妹,2. 母亲的姐妹,A: 明日、伯母さんが家に来るんだ。B: そうなんだ、何か用事があるのかな？,A: 明天阿姨会来我家。B: 是吗，她有什么事吗？
274,伯母,3. 年配の女性に対する敬称,3. 对年长女性的尊称,A: あの伯母さんが雨の中、荷物を持って歩いてるよ。B: そうか、手伝おうか？,A: 那位阿姨在雨中提着行李走路。B: 是吗，要不要帮忙？
275,伯母さん,1. 父親の姉妹,1. 父亲的姐妹,A: 伯母さん、お元気ですか？B: はい、元気ですよ。,A: 伯母，您好吗？B: 嗯，我很好。
276,伯母さん,2. 母親の姉妹,2. 母亲的姐妹,A: あなたの伯母さんはどちらのお母さんのお姉さんですか？B: 母方のお姉さんです。,A: 您的伯母是哪位母亲的姐姐？B: 是母亲的姐姐。
277,伯父,1. 父親の兄弟,1. 父亲的兄弟,A: 伯父さんにお土産を持っていこう。B: いいね、何がいいかな？,A: 给叔叔带个礼物去吧。B: 好啊，不知道送什么好。
278,伯父,2. 敬称として、父親の兄弟または伯父に当たる年配の男性,2. 尊称，指父亲的兄弟或类似年长的男性,A: あの伯父さんは何をしているの？B: 農家をやっているよ。,A: 那个叔叔是干什么的？B: 是农民。
279,伯父さん,1. 自分の父親の兄弟,1. 父亲的兄弟,A: 明日は伯父さんの誕生日だね。B: そうだよ、お祝いしよう。,A: 明天是伯父的生日。B: 是啊，我们要祝福他。
280,伯父さん,2. 年配の男性を敬って呼ぶ呼び方,2. 敬称，用于称呼年长的男性,A: あの伯父さん、よくこの公園で散歩しているよね。B: そうだね、毎日健康のために歩いているみたいだよ。,A: 那位伯父经常在这个公园散步。B: 是的，看起来每天都在为了健康而行走。
281,体,1. 身体,1.身体,A: 最近忙しいから、体に気をつけなさい。B: ありがとう、大丈夫だよ。,A: 最近很忙，要注意身体哦。B: 谢谢你，我很好。
282,体,2. 容姿、外見,2.容貌、外貌,A: あの人はスタイルがいいね。B: 体がいいからね。,A: 那个人身材真好。B: 因为长得好看嘛。
283,体,3. 物事の全体、全面,3.物事的整体、全面,A: この商品の体はどうですか？B: 使いやすいし、機能もいいですよ。,A: 这个商品的整体情况怎么样？B: 使用起来方便，功能也很好。
284,何時でも,1. いつでも、どんな時でも,1. 任何时候、无论何时,A: 明日、会える時間はある？B: 何時でも大丈夫だよ。,A: 明天有时间见面吗？B: 什么时候都可以。
285,余り,1. あまり、残り,1.剩余、剩下的部分,A: このパン、もう食べた？B: うん、あと少し余ってるよ。,A: 这个面包，你吃完了吗？B: 嗯，还剩一点。
286,余り,2. 残金、おつり,2.找零钱、余额,A: これでいいですか？B: いいですね、余りは後でお返しします。,A: 这样可以吗？B: 可以，找零钱我一会儿再给你。
287,借りる,1. お金や物を他人から一時的にもらい、後で返す,1. 借钱或物品，暂时向别人借，以后还,A: あの本を借りてもいいかな？B: はい、どうぞ。A: ありがとう、2週間以内に返すよ。,A: 可以借那本书吗？B: 当然可以。A: 谢谢，我会在两周内归还的。
288,借りる,1. お金や物を他人から一時的にもらい、後で返す,1. 借钱或物品，暂时向别人借，以后还,A: 今月の家賃が払えないんだ。B: 大丈夫、私に借りてもいいよ。A: ありがとう、感謝する。,A: 这个月的房租付不起。B: 没关系，你可以向我借。A: 谢谢你，非常感谢。
289,借りる,2. 思想や方法などを他人から借りる,2. 借用他人的思想或方法,A: 最近、ブログの更新が思いつかなくて困るんだ。B: 他の人のブログを読んで、アイデアを借りてみたらどう？A: いいアイデアがあるかもしれないね、やってみるよ。,A: 最近我想不出博客要更新什么。B: 读其他人的博客，看看有没有可以借鉴的灵感？A: 可能有好主意，我试试看。
290,傘,1. 雨や日よけに使う、長い柄のついた、円形の薄い布や紙などを張ったもの,1. 一种用来挡雨或遮阳的长柄圆形薄布或纸伞,A: 今日は傘を持って行ったほうがいいよ。B: そうだね、天気予報で雨が降るって言ってたもんね。,A: 今天最好带把伞。B: 是啊，天气预报说会下雨。
291,傘,2. 保護するもの,2. 保护物,A: 彼女は傘を差し出してくれた。B: ああ、そうだよね、君は彼女にとって大事な存在なんだよ。,A: 她递给我一把伞。B: 嗯，是啊，你对她来说很重要。
292,億,"1. 1億（100,000,000）を表す数詞。","1. 数词，表示一亿（100,000,000）。",A: 日本の人口は約1億2600万人だよ。B: そうだね、中国よりはるかに少ないね。,A: 日本的人口大约是1.26亿人。B: 是啊，比中国少得多。
293,億,2. 非常に多くのものを表す語。,2. 表示非常多的词汇。,A: サッカー選手になるのは、億劫じゃない？B: そうかもね、でも私は夢があるから頑張るよ。,A: 成为一名足球运动员是不是很麻烦啊？B: 可能吧，但我有梦想，所以我会努力的。
294,兄,1. 兄弟の年上の男性,1. 兄长、哥哥,A: あの人はあなたの兄ですか？B: いいえ、兄ではありませんが、とても親しい友達です。,A: 那个人是你的兄弟吗？B: 不，他不是我兄弟，但我们很亲密的朋友。
295,兄,2. 年上の男性に対する敬称,2. 对年长男性的尊称,A: あの方は誰ですか？B: あの方は私の兄で、とても尊敬しています。,A: 那个人是谁？B: 那是我的哥哥，我非常尊敬他。
296,入り口,1. 入るための場所、出入りするところ,1. 入口，通往内部的场所,A: この建物の入り口はどこですか？B: あそこにありますよ。,A: 这栋建筑的入口在哪里？B: 在那边。
297,入り口,2. 物事に取り掛かる最初の場所,2. 开始做某事的地方,A: この仕事の入り口はどこからですか？B: まずはこの書類を提出してください。,A: 这项工作从哪里开始做呢？B: 首先请提交这份文件。
298,入れる,1. 物を中に入れる、内部に入る,1. 把物品放入里面，进入内部,A: この箱に何を入れるの？B: 服を入れます。,A: 这个箱子里要放什么？B: 要放衣服。
299,入れる,2. 状態や場所に入る、参加する,2. 进入状态或场所，参加,A: 今度の旅行に入れてもいいですか？B: もちろん、ぜひ一緒に参加してください。,A: 下次旅行我能参加吗？B: 当然，请务必一起来。
300,円,1. 日本の貨幣単位,1. 日本货币单位,A: これ、いくら？B: 500円です。,A: 这个多少钱？B: 500日元。
301,円,2. 円形、円環状のもの,2. 圆形、环形的物体,A: この庭にある池が好き。B: 私も、円形の池がある庭が好き。,A: 我喜欢这个花园里的池塘。B: 我也喜欢那种有环形池塘的花园。
302,円,3. 周囲を取り囲む、取り巻くこと,3. 包围、环绕,A: あのお城の周りは、どんな景色？B: 桜の木がたくさん植えてあって、とても美しい円状になっているよ。,A: 那座城堡周围是什么风景？B: 有很多樱花树，形成了一个美丽的环形。
303,円,4. 周囲にあるものすべて,4. 周围的所有事物,A: このお店、何が売っているの？B: 服、靴、化粧品など、円に必要なものは全部揃っています。,A: 这家店卖什么？B: 衣服、鞋子、化妆品等，周围必要的东西都有。
304,医者,1. 医学的知識と技術を持って病気やけがを診療し、治療する人,1.具有医学知识和技能的人，负责诊断和治疗疾病和伤害,A: 今日の健康診断は何時から？B: 9時からだよ。医者が待ってるから早く来てね。,A: 今天的健康检查是从几点开始的？B: 从9点开始，医生等着你，所以请早点过来。
305,危ない,1. 事故や危険がある状態である,1. 处于事故或危险的状态,A: あの人、手を振って運転しているよ。B: それは危ないよ。,A: 那个人一边挥手一边开车。B: 那很危险啊。
306,危ない,2. 奇怪である、良くない状態である,2. 意外或不好的状态,A: このミルク、においがするよ。B: そうなの、もう飲むのは危ないね。,A: 这牛奶有味道。B: 是啊，已经不能喝了。
307,厚い,1. 大きな厚みがある。また、厚みがあると感じられる。,1. 有大厚度。或者可以感觉到有厚度。,A: あの人は服装がいつも厚手のものを着ているね。B: そうだね、寒がりなのかも。,A: 那个人穿的衣服总是很厚。B: 是啊，可能他很怕冷吧。
308,厚い,1. 大きな厚みがある。また、厚みがあると感じられる。,1. 有大厚度。或者可以感觉到有厚度。,A: この本の厚さはどれくらいだろう？B: ２センチくらいかな。A: なるほど、結構厚いね。,A: 这本书有多厚呢？B: 大概有2厘米左右吧。A: 原来如此，还挺厚的呢。
309,厚い,2. 意思が深く、含蓄がある。,2. 意思深刻，含蓄丰富。,A: 彼の話はいつも厚みがあるよね。B: そうだね、何かを感じさせる話し方だよね。,A: 他的话总是很有深度。B: 是啊，说话的方式让人感受到了什么。
310,合う,1. 一致する、調和する,1. 相符，和谐,A: この色はどう？B: 服に合ってるよ。,A: 这个颜色怎么样？B: 跟衣服搭配很好。
311,合う,2. 適する、ふさわしい,2. 适合，合适,A: この靴、歩きやすい？B: はい、足に合ってるよ。,A: 这双鞋好穿吗？B: 嗯，很合适我的脚。
312,同じ,1. 一緒の、同一の,1.相同的、同一的,A: あの店、昨日と同じ商品を販売しているね。B: そうだね、値段も同じだし。,A: 那家店昨天和今天卖一样的商品。B: 是啊，价格也一样。
313,同じ,1. 同じもの、同一のものであること,1. 相同的事物，是同一件事,A: これは昨日買ったものと同じ色のカバーだね。B: そう、同じ色が気に入ってね。,A: 这个是昨天买的东西的同样颜色的套子。B: 是啊，喜欢这个颜色。
314,同じ,2. 同様の、同等の,2.相似的、同等的,A: 私たちは同じ問題を抱えているようだね。B: そうだね、解決策を一緒に考えよう。,A: 我们好像都遇到了同样的问题。B: 是的，我们一起想想解决办法吧。
315,同じ,2. 類似している、同様の状態であること,2. 类似的，处于相同的状态,A: 昨日と同じくらいの人が集まるといいな。B: そうだね、それが理想的だね。,A: 希望有和昨天一样多的人聚集。B: 是啊，那样就理想了。
316,同じ,3. 前述の、前者の,3.前面的、前者的,A: 銀行口座は2つありますか？B: はい、同じ口座と別の口座があります。,A: 你有两个银行账户吗？B: 是的，有一个是之前的账户，另一个是新开的。
317,味,1. 味覚的感覚、食品の風味やうま味,1. 味觉感官、食品的风味和鲜味,A: このラーメンの味はどう？B: すごく美味しいよ。麺がモチモチしていて、スープの味も濃い。,A: 这碗拉面的味道怎么样？B: 很好吃啊。面条很有嚼劲，汤的味道也浓郁。
318,味,2. 特徴や性質、雰囲気,2. 特点、性质、气氛,A: このレストランの雰囲気はどう？B: ロマンチックな味があって、デートにはぴったりだよ。,A: 这家餐厅的气氛怎么样？B: 有一种浪漫的气息，非常适合约会。
319,回,1. 一度行われた事柄が再び行われること。また、同じような事柄が繰り返されること。,1. 指一次发生的事情再次发生，或者指类似的事情重复发生。,A: あのラーメン屋、また行きたいな。B: いいね、次の休みに回ろう。,A: 那家拉面店我还想去一次。B: 好啊，下次放假去吧。
